Date,Child,Total Animals Tested,Correctly Identified,Pronunciation Accuracy (%)
2024-11-13,Child 9,10,2,99.04
2024-11-13,Child 10,10,3,96.47
2024-11-14,Child 1,10,10,85.84
2024-11-14,Child 2,10,5,95.8
2024-11-14,Child 3,10,8,74.03
2024-11-14,Child 4,10,0,0.0
2024-11-14,Child 5,10,9,72.38
2024-11-14,Child 6,10,10,97.12
2024-11-14,Child 7,10,9,60.09
2024-11-14,Child 8,10,1,71.79
2024-11-14,Child 9,10,9,62.22
2024-11-14,Child 10,10,6,70.09
2024-11-15,Child 1,10,2,70.36
2024-11-15,Child 2,10,0,0.0
2024-11-15,Child 3,10,9,67.87
2024-11-15,Child 4,10,1,96.28
2024-11-15,Child 5,10,6,68.92
2024-11-15,Child 6,10,3,78.12
2024-11-15,Child 7,10,3,67.61
2024-11-15,Child 8,10,0,0.0
2024-11-15,Child 9,10,7,62.84
2024-11-15,Child 10,10,5,73.43
2024-11-16,Child 1,10,6,64.19
2024-11-16,Child 2,10,9,80.53
2024-11-16,Child 3,10,4,65.66
2024-11-16,Child 4,10,5,78.09
2024-11-16,Child 5,10,3,93.6
2024-11-16,Child 6,10,3,66.67
2024-11-16,Child 7,10,3,69.47
2024-11-16,Child 8,10,1,74.16
2024-11-16,Child 9,10,8,74.64
2024-11-16,Child 10,10,1,87.08
2024-11-17,Child 1,10,6,60.71
2024-11-17,Child 2,10,5,66.89
2024-11-17,Child 3,10,0,0.0
2024-11-17,Child 4,10,2,93.3
2024-11-17,Child 5,10,0,0.0
2024-11-17,Child 6,10,4,67.34
2024-11-17,Child 7,10,10,87.43
2024-11-17,Child 8,10,9,87.47
2024-11-17,Child 9,10,2,91.94
2024-11-17,Child 10,10,2,68.94
2024-11-18,Child 1,10,10,96.41
2024-11-18,Child 2,10,3,85.23
2024-11-18,Child 3,10,6,68.71
2024-11-18,Child 4,10,2,82.94
2024-11-18,Child 5,10,9,97.45
2024-11-18,Child 6,10,9,97.62
2024-11-18,Child 7,10,4,94.99
2024-11-18,Child 8,10,8,84.96
2024-11-18,Child 9,10,3,62.69
2024-11-18,Child 10,10,8,70.86
2024-11-19,Child 1,10,1,88.84
2024-11-19,Child 2,10,5,88.78
2024-11-19,Child 3,10,3,85.07
2024-11-19,Child 4,10,8,63.82
2024-11-19,Child 5,10,6,69.4
2024-11-19,Child 6,10,2,76.21
2024-11-19,Child 7,10,9,64.3
2024-11-19,Child 8,10,9,96.38
2024-11-19,Child 9,10,3,92.79
2024-11-19,Child 10,10,8,92.22
2024-11-20,Child 1,10,3,76.55
2024-11-20,Child 2,10,0,0.0
2024-11-20,Child 3,10,3,96.63
2024-11-20,Child 4,10,1,91.8
2024-11-20,Child 5,10,5,99.54
2024-11-20,Child 6,10,8,62.47
2024-11-20,Child 7,10,0,0.0
2024-11-20,Child 8,10,2,64.01
2024-11-20,Child 9,10,2,68.15
2024-11-20,Child 10,10,8,73.69
2024-11-21,Child 1,10,2,85.19
2024-11-21,Child 2,10,8,88.36
2024-11-21,Child 3,10,6,99.45
2024-11-21,Child 4,10,6,62.17
2024-11-21,Child 5,10,1,62.8
2024-11-21,Child 6,10,8,86.32
2024-11-21,Child 7,10,1,69.75
2024-11-21,Child 8,10,4,77.84
2024-11-21,Child 9,10,9,89.27
2024-11-21,Child 10,10,10,74.43
2024-11-22,Child 1,10,1,85.49
2024-11-22,Child 2,10,6,65.11
2024-11-22,Child 3,10,5,81.39
2024-11-22,Child 4,10,2,78.98
2024-11-22,Child 5,10,7,77.28
2024-11-22,Child 6,10,10,75.61
2024-11-22,Child 7,10,0,0.0
2024-11-22,Child 8,10,9,92.54
2024-11-22,Child 9,10,3,84.17
2024-11-22,Child 10,10,6,96.41
2024-11-23,Child 1,10,1,65.77
2024-11-23,Child 2,10,7,61.15
2024-11-23,Child 3,10,5,71.09
2024-11-23,Child 4,10,1,73.81
2024-11-23,Child 5,10,7,95.28
2024-11-23,Child 6,10,8,67.69
2024-11-23,Child 7,10,7,94.55
2024-11-23,Child 8,10,4,73.74
2024-11-23,Child 9,10,7,87.59
2024-11-23,Child 10,10,10,60.8
2024-11-24,Child 1,10,9,77.41
2024-11-24,Child 2,10,2,80.72
2024-11-24,Child 3,10,9,90.02
2024-11-24,Child 4,10,8,65.82
2024-11-24,Child 5,10,4,89.29
2024-11-24,Child 6,10,6,75.32
2024-11-24,Child 7,10,7,69.47
2024-11-24,Child 8,10,4,93.2
2024-11-24,Child 9,10,9,83.91
2024-11-24,Child 10,10,0,0.0
2024-11-25,Child 1,10,10,77.92
2024-11-25,Child 2,10,10,88.05
2024-11-25,Child 3,10,4,85.07
2024-11-25,Child 4,10,6,80.3
2024-11-25,Child 5,10,0,0.0
2024-11-25,Child 6,10,0,0.0
2024-11-25,Child 7,10,5,71.64
2024-11-25,Child 8,10,5,92.03
2024-11-25,Child 9,10,5,60.03
2024-11-25,Child 10,10,1,83.45
2024-11-26,Child 1,10,7,84.75
2024-11-26,Child 2,10,0,0.0
2024-11-26,Child 3,10,6,68.71
2024-11-26,Child 4,10,9,96.59
2024-11-26,Child 5,10,5,78.53
2024-11-26,Child 6,10,9,81.32
2024-11-26,Child 7,10,2,85.48
2024-11-26,Child 8,10,2,65.18
2024-11-26,Child 9,10,6,65.98
2024-11-26,Child 10,10,8,84.92
2024-11-27,Child 1,10,8,67.27
2024-11-27,Child 2,10,6,68.82
2024-11-27,Child 3,10,3,76.25
2024-11-27,Child 4,10,1,88.42
2024-11-27,Child 5,10,1,65.01
2024-11-27,Child 6,10,2,63.37
2024-11-27,Child 7,10,7,94.21
2024-11-27,Child 8,10,6,71.42
2024-11-27,Child 9,10,0,0.0
2024-11-27,Child 10,10,2,64.38
2024-11-28,Child 1,10,6,72.26
2024-11-28,Child 2,10,4,98.58
2024-11-28,Child 3,10,8,88.7
2024-11-28,Child 4,10,4,98.91
2024-11-28,Child 5,10,1,64.02
2024-11-28,Child 6,10,8,73.24
2024-11-28,Child 7,10,7,75.58
2024-11-28,Child 8,10,3,99.84
2024-11-28,Child 9,10,9,68.48
2024-11-28,Child 10,10,2,85.41
2024-11-29,Child 1,10,9,97.0
2024-11-29,Child 2,10,9,64.15
2024-11-29,Child 3,10,2,73.54
2024-11-29,Child 4,10,6,99.92
2024-11-29,Child 5,10,2,76.32
2024-11-29,Child 6,10,2,86.0
2024-11-29,Child 7,10,8,61.26
2024-11-29,Child 8,10,4,84.9
2024-11-29,Child 9,10,9,95.96
2024-11-29,Child 10,10,5,90.79
2024-11-30,Child 1,10,8,64.63
2024-11-30,Child 2,10,10,97.89
2024-11-30,Child 3,10,5,80.81
2024-11-30,Child 4,10,3,63.23
2024-11-30,Child 5,10,0,0.0
2024-11-30,Child 6,10,10,63.5
2024-11-30,Child 7,10,3,68.62
2024-11-30,Child 8,10,6,91.65
2024-11-30,Child 9,10,7,81.68
2024-11-30,Child 10,10,6,94.01
2024-12-01,Child 1,10,8,97.64
2024-12-01,Child 2,10,4,61.99
2024-12-01,Child 3,10,0,0.0
2024-12-01,Child 4,10,1,81.5
2024-12-01,Child 5,10,0,0.0
2024-12-01,Child 6,10,6,85.81
2024-12-01,Child 7,10,4,99.31
2024-12-01,Child 8,10,10,65.72
2024-12-01,Child 9,10,1,88.05
2024-12-01,Child 10,10,10,97.29
2024-12-02,Child 1,10,6,83.97
2024-12-02,Child 2,10,9,60.53
2024-12-02,Child 3,10,4,78.38
2024-12-02,Child 4,10,5,86.69
2024-12-02,Child 5,10,8,80.13
2024-12-02,Child 6,10,9,79.41
2024-12-02,Child 7,10,8,92.77
2024-12-02,Child 8,10,0,0.0
2024-12-02,Child 9,10,2,94.4
2024-12-02,Child 10,10,2,84.52
2024-12-03,Child 1,10,8,63.35
2024-12-03,Child 2,10,2,80.73
2024-12-03,Child 3,10,4,83.4
2024-12-03,Child 4,10,6,70.13
2024-12-03,Child 5,10,5,92.71
2024-12-03,Child 6,10,4,97.38
2024-12-03,Child 7,10,4,78.2
2024-12-03,Child 8,10,5,94.66
2024-12-03,Child 9,10,7,81.88
2024-12-03,Child 10,10,1,70.43
2024-12-04,Child 1,10,9,94.25
2024-12-04,Child 2,10,7,63.16
2024-12-04,Child 3,10,8,64.08
2024-12-04,Child 4,10,6,64.05
2024-12-04,Child 5,10,10,96.11
2024-12-04,Child 6,10,3,63.87
2024-12-04,Child 7,10,4,69.43
2024-12-04,Child 8,10,8,90.53
2024-12-04,Child 9,10,1,65.07
2024-12-04,Child 10,10,6,76.72
2024-12-05,Child 1,10,4,65.08
2024-12-05,Child 2,10,2,66.43
2024-12-05,Child 3,10,1,78.13
2024-12-05,Child 4,10,4,64.23
2024-12-05,Child 5,10,0,0.0
2024-12-05,Child 6,10,0,0.0
2024-12-05,Child 7,10,8,67.67
2024-12-05,Child 8,10,6,80.54
2024-12-05,Child 9,10,0,0.0
2024-12-05,Child 10,10,9,81.43
2024-12-06,Child 1,10,3,83.38
2024-12-06,Child 2,10,4,79.72
2024-12-06,Child 3,10,1,79.61
2024-12-06,Child 4,10,0,0.0
2024-12-06,Child 5,10,6,82.17
2024-12-06,Child 6,10,8,73.33
2024-12-06,Child 7,10,5,82.91
2024-12-06,Child 8,10,10,96.33
2024-12-06,Child 9,10,7,79.46
2024-12-06,Child 10,10,3,82.3
2024-12-07,Child 1,10,9,69.55
2024-12-07,Child 2,10,4,64.25
2024-12-07,Child 3,10,9,66.82
2024-12-07,Child 4,10,0,0.0
2024-12-07,Child 5,10,6,72.93
2024-12-07,Child 6,10,9,71.61
2024-12-07,Child 7,10,2,77.89
2024-12-07,Child 8,10,1,73.15
2024-12-07,Child 9,10,0,0.0
2024-12-07,Child 10,10,8,79.9
2024-12-08,Child 1,10,10,90.38
2024-12-08,Child 2,10,1,63.06
2024-12-08,Child 3,10,4,60.85
2024-12-08,Child 4,10,2,79.57
2024-12-08,Child 5,10,6,73.55
2024-12-08,Child 6,10,0,0.0
2024-12-08,Child 7,10,4,68.2
2024-12-08,Child 8,10,1,83.34
2024-12-08,Child 9,10,9,92.73
2024-12-08,Child 10,10,9,94.98
2024-12-09,Child 1,10,9,77.16
2024-12-09,Child 2,10,10,96.24
2024-12-09,Child 3,10,9,70.7
2024-12-09,Child 4,10,7,69.37
2024-12-09,Child 5,10,9,67.84
2024-12-09,Child 6,10,5,89.39
2024-12-09,Child 7,10,10,96.93
2024-12-09,Child 8,10,1,65.09
2024-12-09,Child 9,10,4,88.1
2024-12-09,Child 10,10,2,99.57
2024-12-10,Child 1,10,3,89.15
2024-12-10,Child 2,10,5,62.08
2024-12-10,Child 3,10,4,64.4
2024-12-10,Child 4,10,10,99.98
2024-12-10,Child 5,10,0,0.0
2024-12-10,Child 6,10,6,80.39
2024-12-10,Child 7,10,6,64.61
2024-12-10,Child 8,10,10,75.04
2024-12-10,Child 9,10,1,67.8
2024-12-10,Child 10,10,1,84.82
2024-12-11,Child 1,10,3,76.42
2024-12-11,Child 2,10,1,64.48
2024-12-11,Child 3,10,10,92.07
2024-12-11,Child 4,10,10,78.85
2024-12-11,Child 5,10,1,64.34
2024-12-11,Child 6,10,10,91.33
2024-12-11,Child 7,10,6,63.81
2024-12-11,Child 8,10,5,76.15
2024-12-11,Child 9,10,8,97.85
2024-12-11,Child 10,10,2,62.01
2024-12-12,Child 1,10,7,67.49
2024-12-12,Child 2,10,6,68.11
2024-12-12,Child 3,10,9,88.93
2024-12-12,Child 4,10,2,86.63
2024-12-12,Child 5,10,4,66.19
2024-12-12,Child 6,10,1,89.2
2024-12-12,Child 7,10,4,70.19
2024-12-12,Child 8,10,7,76.3
2024-12-12,Child 9,10,2,82.66
2024-12-12,Child 10,10,4,65.69
2024-12-13,Child 1,10,0,0.0
2024-12-13,Child 2,10,7,85.03
2024-12-13,Child 3,10,0,0.0
2024-12-13,Child 4,10,10,66.38
2024-12-13,Child 5,10,5,81.08
2024-12-13,Child 6,10,2,95.3
2024-12-13,Child 7,10,1,72.75
2024-12-13,Child 8,10,6,80.31
2024-12-13,Child 9,10,6,64.41
2024-12-13,Child 10,10,0,0.0
2024-12-14,Child 1,10,5,71.89
2024-12-14,Child 2,10,5,70.27
2024-12-14,Child 3,10,7,87.9
2024-12-14,Child 4,10,7,67.96
2024-12-14,Child 5,10,7,97.5
2024-12-14,Child 6,10,10,85.55
2024-12-14,Child 7,10,7,69.74
2024-12-14,Child 8,10,8,98.2
2024-12-14,Child 9,10,7,88.13
2024-12-14,Child 10,10,6,95.76
2024-12-15,Child 1,10,10,86.01
2024-12-15,Child 2,10,2,90.69
2024-12-15,Child 3,10,9,70.34
2024-12-15,Child 4,10,1,72.62
2024-12-15,Child 5,10,7,87.27
2024-12-15,Child 6,10,5,64.93
2024-12-15,Child 7,10,7,69.74
2024-12-15,Child 8,10,3,90.91
2024-12-15,Child 9,10,0,0.0
2024-12-15,Child 10,10,1,66.14
2024-12-16,Child 1,10,6,82.63
2024-12-16,Child 2,10,9,66.06
2024-12-16,Child 3,10,1,74.46
2024-12-16,Child 4,10,7,67.62
2024-12-16,Child 5,10,6,64.23
2024-12-16,Child 6,10,4,64.85
2024-12-16,Child 7,10,3,62.82
2024-12-16,Child 8,10,8,83.14
2024-12-16,Child 9,10,4,82.16
2024-12-16,Child 10,10,9,98.88
2024-12-17,Child 1,10,2,85.77
2024-12-17,Child 2,10,10,76.78
2024-12-17,Child 3,10,6,95.76
2024-12-17,Child 4,10,6,63.79
2024-12-17,Child 5,10,9,89.17
2024-12-17,Child 6,10,8,90.28
2024-12-17,Child 7,10,1,66.77
2024-12-17,Child 8,10,9,60.42
2024-12-17,Child 9,10,8,78.55
2024-12-17,Child 10,10,6,71.49
2024-12-18,Child 1,10,10,60.72
2024-12-18,Child 2,10,3,82.0
2024-12-18,Child 3,10,4,86.92
2024-12-18,Child 4,10,0,0.0
2024-12-18,Child 5,10,9,78.92
2024-12-18,Child 6,10,5,66.26
2024-12-18,Child 7,10,8,78.48
2024-12-18,Child 8,10,1,62.03
2024-12-18,Child 9,10,5,63.9
2024-12-18,Child 10,10,7,95.98
2024-12-19,Child 1,10,10,74.0
2024-12-19,Child 2,10,8,86.58
2024-12-19,Child 3,10,0,0.0
2024-12-19,Child 4,10,9,83.63
2024-12-19,Child 5,10,6,91.0
2024-12-19,Child 6,10,5,74.58
2024-12-19,Child 7,10,5,67.8
2024-12-19,Child 8,10,7,92.15
2024-12-19,Child 9,10,10,62.5
2024-12-19,Child 10,10,3,68.3
2024-12-20,Child 1,10,7,65.66
2024-12-20,Child 2,10,0,0.0
2024-12-20,Child 3,10,7,98.66
2024-12-20,Child 4,10,1,72.12
2024-12-20,Child 5,10,6,75.58
2024-12-20,Child 6,10,6,88.71
2024-12-20,Child 7,10,5,94.72
2024-12-20,Child 8,10,8,71.75
2024-12-20,Child 9,10,6,88.09
2024-12-20,Child 10,10,1,72.46
2024-12-21,Child 1,10,10,88.13
2024-12-21,Child 2,10,6,79.41
2024-12-21,Child 3,10,0,0.0
2024-12-21,Child 4,10,5,82.62
2024-12-21,Child 5,10,4,75.05
2024-12-21,Child 6,10,7,74.51
2024-12-21,Child 7,10,0,0.0
2024-12-21,Child 8,10,0,0.0
2024-12-21,Child 9,10,3,89.14
2024-12-21,Child 10,10,8,73.69
2024-12-22,Child 1,10,0,0.0
2024-12-22,Child 2,10,4,72.58
2024-12-22,Child 3,10,4,61.17
2024-12-22,Child 4,10,7,88.31
2024-12-22,Child 5,10,0,0.0
2024-12-22,Child 6,10,3,74.38
2024-12-22,Child 7,10,7,67.73
2024-12-22,Child 8,10,0,0.0
2024-12-22,Child 9,10,8,76.35
2024-12-22,Child 10,10,9,62.11
2024-12-23,Child 1,10,0,0.0
2024-12-23,Child 2,10,8,88.69
2024-12-23,Child 3,10,5,70.69
2024-12-23,Child 4,10,4,69.72
2024-12-23,Child 5,10,6,65.03
2024-12-23,Child 6,10,0,0.0
2024-12-23,Child 7,10,7,90.5
2024-12-23,Child 8,10,7,64.21
2024-12-23,Child 9,10,3,86.04
2024-12-23,Child 10,10,10,92.23
2024-12-24,Child 1,10,3,62.92
2024-12-24,Child 2,10,5,76.57
2024-12-24,Child 3,10,7,83.85
2024-12-24,Child 4,10,10,67.01
2024-12-24,Child 5,10,6,61.5
2024-12-24,Child 6,10,6,91.03
2024-12-24,Child 7,10,9,81.62
2024-12-24,Child 8,10,8,96.79
2024-12-24,Child 9,10,6,68.36
2024-12-24,Child 10,10,8,78.63
2024-12-25,Child 1,10,0,0.0
2024-12-25,Child 2,10,1,78.79
2024-12-25,Child 3,10,1,83.29
2024-12-25,Child 4,10,10,85.28
2024-12-25,Child 5,10,7,80.15
2024-12-25,Child 6,10,3,96.64
2024-12-25,Child 7,10,4,73.53
2024-12-25,Child 8,10,7,84.26
2024-12-25,Child 9,10,10,81.03
2024-12-25,Child 10,10,6,89.65
2024-12-26,Child 1,10,4,98.71
2024-12-26,Child 2,10,10,64.25
2024-12-26,Child 3,10,10,61.11
2024-12-26,Child 4,10,2,95.68
2024-12-26,Child 5,10,6,85.14
2024-12-26,Child 6,10,2,99.67
2024-12-26,Child 7,10,6,71.19
2024-12-26,Child 8,10,1,77.07
2024-12-26,Child 9,10,7,76.55
2024-12-26,Child 10,10,10,85.35
2024-12-27,Child 1,10,0,0.0
2024-12-27,Child 2,10,9,77.72
2024-12-27,Child 3,10,10,73.18
2024-12-27,Child 4,10,6,96.75
2024-12-27,Child 5,10,0,0.0
2024-12-27,Child 6,10,10,91.85
2024-12-27,Child 7,10,1,94.93
2024-12-27,Child 8,10,0,0.0
2024-12-27,Child 9,10,2,80.91
2024-12-27,Child 10,10,7,72.58
2024-12-28,Child 1,10,4,71.97
2024-12-28,Child 2,10,3,61.91
2024-12-28,Child 3,10,6,75.84
2024-12-28,Child 4,10,8,72.44
2024-12-28,Child 5,10,8,89.41
2024-12-28,Child 6,10,5,99.53
2024-12-28,Child 7,10,10,65.49
2024-12-28,Child 8,10,1,70.49
2024-12-28,Child 9,10,5,64.12
2024-12-28,Child 10,10,4,97.9
2024-12-29,Child 1,10,7,91.38
2024-12-29,Child 2,10,9,67.23
2024-12-29,Child 3,10,10,70.09
2024-12-29,Child 4,10,8,80.61
2024-12-29,Child 5,10,5,82.49
2024-12-29,Child 6,10,4,75.15
2024-12-29,Child 7,10,9,65.05
2024-12-29,Child 8,10,5,70.75
2024-12-29,Child 9,10,7,88.91
2024-12-29,Child 10,10,2,67.93
2024-12-30,Child 1,10,4,81.57
2024-12-30,Child 2,10,10,84.9
2024-12-30,Child 3,10,0,0.0
2024-12-30,Child 4,10,10,82.07
2024-12-30,Child 5,10,1,61.98
2024-12-30,Child 6,10,9,77.21
2024-12-30,Child 7,10,6,96.27
2024-12-30,Child 8,10,6,62.5
2024-12-30,Child 9,10,2,69.22
2024-12-30,Child 10,10,3,73.89
2024-12-31,Child 1,10,0,0.0
2024-12-31,Child 2,10,10,70.72
2024-12-31,Child 3,10,3,88.09
2024-12-31,Child 4,10,10,62.82
2024-12-31,Child 5,10,10,97.86
2024-12-31,Child 6,10,6,68.79
2024-12-31,Child 7,10,10,85.9
2024-12-31,Child 8,10,10,81.88
2024-12-31,Child 9,10,1,90.15
2024-12-31,Child 10,10,0,0.0
